,name,weight,height,species,moves,types,abilities,hp,attack,defense,special-attack,special-defense,speed
537,sawk,510,14,sawk,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, double-kick, mega-kick, leer, low-kick, counter, strength, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, close-combat, payback, fling, poison-jab, focus-blast, giga-impact, zen-headbutt, stone-edge, grass-knot, low-sweep, round, quick-guard, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, laser-focus, throat-chop, coaching",fighting,"sturdy, inner-focus, mold-breaker",75,125,75,30,75,85
538,sewaddle,25,3,sewaddle,"razor-wind, cut, tackle, take-down, razor-leaf, solar-beam, string-shot, toxic, agility, screech, double-team, light-screen, dream-eater, flash, rest, substitute, mind-reader, snore, flail, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, facade, nature-power, magic-coat, secret-power, camouflage, silver-wind, signal-beam, iron-defense, magical-leaf, calm-mind, payback, me-first, worry-seed, seed-bomb, air-slash, bug-buzz, energy-ball, switcheroo, grass-knot, bug-bite, round, struggle-bug, electroweb, sticky-web, grassy-terrain, confide, lunge, grassy-glide, tera-blast, pounce, trailblaze","bug, grass","swarm, chlorophyll, overcoat",45,53,70,40,60,42
539,swadloon,73,5,swadloon,"cut, tackle, take-down, razor-leaf, solar-beam, string-shot, toxic, screech, double-team, light-screen, dream-eater, flash, rest, substitute, snore, flail, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, facade, nature-power, magic-coat, secret-power, grass-whistle, signal-beam, iron-defense, magical-leaf, calm-mind, payback, worry-seed, seed-bomb, bug-buzz, energy-ball, switcheroo, grass-knot, bug-bite, round, struggle-bug, electroweb, sticky-web, grassy-terrain, confide, lunge, grassy-glide, tera-blast, pounce, trailblaze","bug, grass","leaf-guard, chlorophyll, overcoat",55,63,90,50,80,42
540,leavanny,205,12,leavanny,"swords-dance, cut, tackle, take-down, hyper-beam, low-kick, razor-leaf, solar-beam, string-shot, toxic, agility, screech, double-team, light-screen, reflect, dream-eater, flash, rest, slash, substitute, snore, protect, giga-drain, endure, charm, false-swipe, swagger, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, facade, nature-power, helping-hand, magic-coat, knock-off, secret-power, signal-beam, bullet-seed, aerial-ace, iron-defense, magical-leaf, calm-mind, leaf-blade, payback, worry-seed, poison-jab, seed-bomb, air-slash, x-scissor, bug-buzz, energy-ball, switcheroo, giga-impact, shadow-claw, leaf-storm, grass-knot, bug-bite, hone-claws, entrainment, round, retaliate, struggle-bug, electroweb, fell-stinger, grassy-terrain, confide, laser-focus, throat-chop, pollen-puff, lunge, grassy-glide, tera-blast, pounce, trailblaze","bug, grass","swarm, chlorophyll, overcoat",75,103,80,70,80,92
541,venipede,53,4,venipede,"take-down, double-edge, poison-sting, twineedle, pin-missile, bite, solar-beam, toxic, agility, screech, double-team, defense-curl, rest, substitute, snore, protect, sludge-bomb, spikes, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, rock-smash, facade, endeavor, secret-power, signal-beam, iron-defense, poison-tail, gyro-ball, payback, toxic-spikes, poison-jab, rock-climb, bug-bite, venoshock, round, hex, struggle-bug, steamroller, confide, venom-drench, infestation, steel-roller, skitter-smack","bug, poison","poison-point, swarm, speed-boost",30,45,59,30,39,57
542,whirlipede,585,12,whirlipede,"take-down, double-edge, poison-sting, pin-missile, solar-beam, toxic, agility, screech, double-team, defense-curl, rest, substitute, snore, protect, sludge-bomb, spikes, endure, rollout, swagger, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, rock-smash, facade, endeavor, secret-power, signal-beam, iron-defense, poison-tail, gyro-ball, payback, toxic-spikes, poison-jab, rock-climb, bug-bite, venoshock, round, hex, struggle-bug, steamroller, confide, venom-drench, infestation, steel-roller, skitter-smack","bug, poison","poison-point, swarm, speed-boost",40,55,99,40,79,47
543,scolipede,2005,25,scolipede,"swords-dance, cut, take-down, double-edge, poison-sting, pin-missile, hyper-beam, strength, solar-beam, earthquake, dig, toxic, agility, screech, double-team, defense-curl, rest, rock-slide, substitute, snore, protect, sludge-bomb, spikes, endure, rollout, swagger, attract, sleep-talk, return, frustration, megahorn, baton-pass, pursuit, iron-tail, hidden-power, sunny-day, rock-smash, facade, superpower, endeavor, snatch, secret-power, rock-tomb, signal-beam, iron-defense, poison-tail, gyro-ball, payback, assurance, toxic-spikes, poison-jab, aqua-tail, x-scissor, giga-impact, rock-climb, cross-poison, bug-bite, venoshock, round, hex, struggle-bug, bulldoze, steamroller, confide, venom-drench, infestation, throat-chop, smart-strike, stomping-tantrum, steel-roller, skitter-smack","bug, poison","poison-point, swarm, speed-boost",60,100,89,55,69,112
544,cottonee,6,3,cottonee,"absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, toxic, double-team, swift, dream-eater, flash, rest, substitute, snore, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, encore, hidden-power, sunny-day, beat-up, memento, facade, nature-power, taunt, helping-hand, knock-off, endeavor, secret-power, fake-tears, grass-whistle, tickle, covet, natural-gift, tailwind, worry-seed, seed-bomb, energy-ball, switcheroo, defog, captivate, grass-knot, round, cotton-guard, grassy-terrain, misty-terrain, fairy-wind, confide, dazzling-gleam, grassy-glide","grass, fairy","prankster, infiltrator, chlorophyll",40,27,60,37,50,66
545,whimsicott,66,7,whimsicott,"gust, hyper-beam, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, toxic, psychic, double-team, light-screen, swift, dream-eater, flash, rest, substitute, thief, snore, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, encore, hidden-power, sunny-day, shadow-ball, beat-up, memento, facade, nature-power, taunt, helping-hand, knock-off, endeavor, secret-power, fake-tears, covet, tailwind, u-turn, fling, worry-seed, seed-bomb, energy-ball, giga-impact, defog, trick-room, grass-knot, round, cotton-guard, hurricane, grassy-terrain, misty-terrain, play-rough, fairy-wind, moonblast, confide, dazzling-gleam, grassy-glide","grass, fairy","prankster, infiltrator, chlorophyll",60,67,85,77,75,116
546,petilil,66,5,petilil,"cut, absorb, mega-drain, leech-seed, growth, solar-beam, stun-spore, sleep-powder, toxic, double-team, bide, dream-eater, flash, rest, substitute, snore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, ingrain, secret-power, aromatherapy, grass-whistle, bullet-seed, covet, magical-leaf, healing-wish, natural-gift, worry-seed, seed-bomb, energy-ball, leaf-storm, grass-knot, entrainment, after-you, round, confide, laser-focus, pollen-puff, grassy-glide, tera-blast, trailblaze",grass,"chlorophyll, own-tempo, leaf-guard",45,35,50,70,50,30
547,lilligant,163,11,lilligant,"swords-dance, cut, hyper-beam, absorb, mega-drain, leech-seed, growth, solar-beam, stun-spore, sleep-powder, petal-dance, toxic, double-team, light-screen, dream-eater, flash, rest, substitute, snore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, encore, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, role-play, secret-power, teeter-dance, weather-ball, aromatherapy, bullet-seed, covet, magical-leaf, leaf-blade, worry-seed, seed-bomb, energy-ball, giga-impact, leaf-storm, grass-knot, quiver-dance, entrainment, after-you, round, petal-blizzard, grassy-terrain, confide, solar-blade, laser-focus, pollen-puff, grassy-glide, tera-blast, trailblaze",grass,"chlorophyll, own-tempo, leaf-guard",70,60,75,110,75,90
548,basculin-red-striped,180,10,basculin,"cut, headbutt, tackle, take-down, thrash, double-edge, tail-whip, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, toxic, agility, rage, double-team, waterfall, swift, rest, substitute, snore, flail, reversal, protect, scary-face, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, crunch, whirlpool, uproar, hail, facade, taunt, superpower, revenge, endeavor, secret-power, dive, muddy-water, bounce, mud-shot, water-pulse, brine, assurance, aqua-tail, giga-impact, ice-fang, zen-headbutt, aqua-jet, head-smash, soak, round, chip-away, scald, final-gambit, confide, psychic-fangs, liquidation, scale-shot, flip-turn, wave-crash, tera-blast, snowscape, chilling-water",water,"reckless, adaptability, mold-breaker",70,92,65,80,55,98
549,sandile,152,7,sandile,"cut, sand-attack, body-slam, take-down, thrash, double-edge, leer, bite, roar, counter, earthquake, dig, toxic, rage, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, mud-slap, sandstorm, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, crunch, beat-up, uproar, torment, facade, taunt, helping-hand, brick-break, snatch, secret-power, rock-tomb, sand-tomb, mud-shot, payback, assurance, embargo, fling, me-first, dark-pulse, aqua-tail, earth-power, shadow-claw, thunder-fang, fire-fang, rock-climb, stone-edge, stealth-rock, grass-knot, hone-claws, foul-play, round, incinerate, retaliate, bulldoze, snarl, confide, power-trip, stomping-tantrum, skitter-smack, lash-out, scorching-sands, tera-blast","ground, dark","intimidate, moxie, anger-point",50,72,35,35,35,65
550,krokorok,334,10,krokorok,"mega-punch, cut, mega-kick, sand-attack, body-slam, take-down, thrash, leer, bite, roar, low-kick, strength, earthquake, dig, toxic, rage, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, crunch, rock-smash, beat-up, uproar, torment, facade, focus-punch, taunt, helping-hand, revenge, brick-break, knock-off, snatch, secret-power, rock-tomb, sand-tomb, aerial-ace, dragon-claw, mud-shot, payback, assurance, embargo, fling, dark-pulse, aqua-tail, earth-power, shadow-claw, thunder-fang, fire-fang, stone-edge, stealth-rock, grass-knot, hone-claws, low-sweep, foul-play, round, incinerate, retaliate, bulldoze, dragon-tail, snarl, confide, power-up-punch, power-trip, brutal-swing, stomping-tantrum, scale-shot, skitter-smack, lash-out, scorching-sands, tera-blast","ground, dark","intimidate, moxie, anger-point",60,82,45,45,45,74
551,krookodile,963,15,krookodile,"mega-punch, cut, mega-kick, sand-attack, body-slam, take-down, thrash, leer, bite, roar, hyper-beam, low-kick, strength, earthquake, dig, toxic, rage, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, mud-slap, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, crunch, rock-smash, beat-up, uproar, torment, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, snatch, secret-power, rock-tomb, sand-tomb, aerial-ace, block, dragon-claw, bulk-up, mud-shot, close-combat, payback, assurance, embargo, fling, dark-pulse, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, shadow-claw, thunder-fang, fire-fang, gunk-shot, stone-edge, stealth-rock, grass-knot, hone-claws, smack-down, low-sweep, foul-play, round, incinerate, retaliate, bulldoze, dragon-tail, snarl, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, power-trip, brutal-swing, stomping-tantrum, scale-shot, skitter-smack, lash-out, scorching-sands, tera-blast","ground, dark","intimidate, moxie, anger-point",95,117,80,65,70,92
552,darumaka,375,6,darumaka,"mega-punch, fire-punch, mega-kick, headbutt, tackle, take-down, thrash, bite, roar, ember, flamethrower, strength, solar-beam, fire-spin, dig, toxic, rage, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, thief, flame-wheel, snore, protect, belly-drum, endure, rollout, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, sunny-day, rock-smash, uproar, heat-wave, will-o-wisp, facade, focus-punch, taunt, superpower, brick-break, yawn, endeavor, snatch, secret-power, overheat, rock-tomb, extrasensory, hammer-arm, gyro-ball, u-turn, fling, flare-blitz, fire-fang, zen-headbutt, grass-knot, flame-charge, round, incinerate, work-up, confide, power-up-punch",fire,"hustle, inner-focus",70,90,45,15,45,50
553,darmanitan-standard,929,13,darmanitan,"mega-punch, fire-punch, mega-kick, headbutt, tackle, body-slam, thrash, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, fire-spin, earthquake, dig, toxic, psychic, rage, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, thief, snore, reversal, protect, belly-drum, endure, rollout, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, sunny-day, future-sight, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, trick, superpower, brick-break, endeavor, snatch, secret-power, overheat, rock-tomb, iron-defense, bulk-up, hammer-arm, gyro-ball, u-turn, payback, fling, power-swap, guard-swap, flare-blitz, focus-blast, giga-impact, fire-fang, zen-headbutt, iron-head, stone-edge, grass-knot, smack-down, flame-charge, round, incinerate, bulldoze, work-up, confide, mystical-fire, power-up-punch, laser-focus, body-press, expanding-force, burning-jealousy, lash-out",fire,"sheer-force, zen-mode",105,140,55,30,55,95
554,maractus,280,10,maractus,"pin-missile, peck, absorb, mega-drain, leech-seed, growth, solar-beam, petal-dance, toxic, screech, double-team, rest, substitute, snore, cotton-spore, protect, spikes, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, uproar, facade, nature-power, helping-hand, ingrain, knock-off, endeavor, secret-power, needle-arm, hyper-voice, weather-ball, grass-whistle, bullet-seed, aerial-ace, bounce, acupressure, assurance, worry-seed, sucker-punch, poison-jab, seed-bomb, drain-punch, energy-ball, leaf-storm, grass-knot, wood-hammer, after-you, round, cotton-guard, petal-blizzard, grassy-terrain, confide, spiky-shield, throat-chop, grassy-glide",grass,"water-absorb, chlorophyll, storm-drain",75,86,67,106,67,60
555,dwebble,145,3,dwebble,"swords-dance, cut, sand-attack, counter, strength, solar-beam, earthquake, dig, toxic, double-team, withdraw, rest, rock-slide, slash, substitute, snore, curse, flail, protect, feint-attack, spikes, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, knock-off, secret-power, rock-tomb, sand-tomb, aerial-ace, iron-defense, block, rock-blast, rock-polish, poison-jab, night-slash, x-scissor, shadow-claw, rock-wrecker, stone-edge, stealth-rock, bug-bite, hone-claws, wide-guard, smack-down, round, shell-smash, struggle-bug, bulldoze, rototiller, confide, skitter-smack","bug, rock","sturdy, shell-armor, weak-armor",50,65,85,35,35,55
